Date/Time,15 Oct 2024 23.52.49,,,
Application,CtC,,,
,,,,
Unit ID,QuickCollect - 2310610,,,
OVD,NO,,,
,,,,
,,,,
,,,CH1 Units,gE
,,,,
,,,,
,,,CH1 Y-Axis,Linear
,,,,
,,,,
Sensitivity,23.6,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Max Freq / Orders,2000,,,
,,,,
,,,,
,,,,
Detection,TruePkPk,,,
No. of Lines,800,,,
Window Type,Hanning,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y-axis Units,gE,,,
X-axis Units,Hz,,,
,,,,
,,,,
Sensor Type,Accel (g),,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
RPM,NaN,,,
,,,,
Overall,5.901123,,,
X-Axis,Y-Axis,,,
0,0.050951805,,,
2.5,0.133910984,,,
5,0.079741001,,,
7.5,0.032134198,,,
10,0.13326101,,,
12.5,0.156517476,,,
15,0.098098874,,,
17.5,0.107531458,,,
20,0.175588742,,,
22.5,0.151270106,,,
25,0.064823255,,,
27.5,0.114506811,,,
30,0.120626099,,,
32.5,0.059480764,,,
35,0.036921829,,,
37.5,0.113904394,,,
40,0.146149561,,,
42.5,0.065235436,,,
45,0.068675548,,,
47.5,0.136288941,,,
50,0.092708826,,,
52.5,0.079534911,,,
55,0.153029799,,,
57.5,0.032784175,,,
60,0.082943328,,,
62.5,0.08606638,,,
65,0.075032637,,,
67.5,0.017628627,,,
70,0.0385864,,,
72.5,0.033830479,,,
75,0.049794532,,,
77.5,0.033656094,,,
80,0.039252233,,,
82.5,0.441999793,,,
85,1.038852453,,,
87.5,0.618872643,,,
90,0.069309674,,,
92.5,0.068342634,,,
95,0.056088205,,,
97.5,0.036826711,,,
100,0.050618891,,,
102.5,0.067201212,,,
105,0.081627518,,,
107.5,0.147401959,,,
110,0.149320185,,,
112.5,0.157864988,,,
115,0.096006267,,,
117.5,0.0177396,,,
120,0.055533346,,,
122.5,0.057578392,,,
125,0.065980524,,,
127.5,0.049112849,,,
130,0.068723112,,,
132.5,0.072733939,,,
135,0.053218797,,,
137.5,0.113143444,,,
140,0.035320666,,,
142.5,0.026268557,,,
145,0.070482805,,,
147.5,0.031690311,,,
150,0.111066692,,,
152.5,0.062920883,,,
155,0.028916022,,,
157.5,0.065964676,,,
160,0.057388157,,,
162.5,0.07390707,,,
165,0.10759487,,,
