Date/Time,15 Oct 2024 23.53.23,,,
Application,CtC,,,
,,,,
Unit ID,QuickCollect - 2310610,,,
OVD,NO,,,
,,,,
,,,,
,,,CH1 Units,mm/s
,,,,
,,,,
,,,CH1 Y-Axis,Linear
,,,,
,,,,
Sensitivity,23.6,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Max Freq / Orders,1000,,,
,,,,
,,,,
,,,,
Detection,RMS,,,
No. of Lines,400,,,
Window Type,Hanning,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y-axis Units,Velocity (mm/s),,,
X-axis Units,Hz,,,
,,,,
,,,,
Sensor Type,Accel (g),,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
RPM,NaN,,,
,,,,
Overall,3.2944701,,,
X-Axis,Y-Axis,,,
0,0.004908129,,,
2.5,0.021866813,,,
5,0.045271996,,,
7.5,0.135742739,,,
10,0.159440935,,,
12.5,0.280495912,,,
15,0.511727393,,,
17.5,0.299066216,,,
20,0.680764854,,,
22.5,0.74486351,,,
25,0.20020771,,,
27.5,0.718454897,,,
30,0.375142217,,,
32.5,0.101349205,,,
35,0.1009463,,,
37.5,0.060326036,,,
40,0.043990023,,,
42.5,0.064648122,,,
45,0.041535959,,,
47.5,0.299176097,,,
50,0.346132994,,,
52.5,0.346499264,,,
55,0.468762964,,,
57.5,0.169000804,,,
60,0.142738655,,,
62.5,0.17830427,,,
65,0.113912545,,,
67.5,0.160026982,,,
70,0.207350135,,,
72.5,0.041206308,,,
75,0.240278557,,,
77.5,1.035212278,,,
80,2.400221586,,,
82.5,1.315964699,,,
85,0.053879537,,,
87.5,0.054392327,,,
90,0.049264431,,,
92.5,0.08406087,,,
95,0.094096892,,,
97.5,0.092009105,,,
100,0.058824293,,,
102.5,0.019632516,,,
105,0.068127759,,,
107.5,0.142555505,,,
110,0.06274347,,,
112.5,0.081057385,,,
115,0.047762688,,,
117.5,0.045748159,,,
120,0.104279429,,,
122.5,0.086734697,,,
125,0.040583633,,,
127.5,0.056699879,,,
130,0.042048749,,,
132.5,0.005604058,,,
135,0.011244743,,,
137.5,0.003479644,,,
140,0.013002879,,,
142.5,0.013625553,,,
145,0.020108677,,,
147.5,0.022123208,,,
150,0.011794161,,,
152.5,0.011024976,,,
155,0.001391858,,,
157.5,0.022489486,,,
160,0.035455737,,,
162.5,0.016958686,,,
