Date/Time,15 Oct 2024 23.52.49,,,
165,0.013642601,,,
167.5,0.01829841,,,
170,0.011910207,,,
172.5,0.020860909,,,
175,0.007579223,,,
177.5,0.022376753,,,
180,0.01855105,,,
182.5,0.024470061,,,
185,0.036055446,,,
187.5,0.044176042,,,
190,0.02374823,,,
192.5,0.03356513,,,
195,0.029667243,,,
197.5,0.010286088,,,
200,0.011188377,,,
202.5,0.012668129,,,
205,0.036849458,,,
207.5,0.05052815,,,
210,0.019272881,,,
212.5,0.009816898,,,
215,0.050492059,,,
217.5,0.056266706,,,
220,0.019778162,,,
222.5,0.005197181,,,
225,0.015483269,,,
227.5,0.017576579,,,
230,0.012668129,,,
232.5,0.040097699,,,
235,0.060561597,,,
237.5,0.2315633,,,
240,0.594463706,,,
242.5,0.372897744,,,
245,0.031616185,,,
247.5,0.03526143,,,
250,0.013750875,,,
252.5,0.040350337,,,
255,0.022485027,,,
257.5,0.014653164,,,
260,0.036308087,,,
262.5,0.045836251,,,
265,0.106325664,,,
267.5,0.159344137,,,
270,0.075178668,,,
272.5,0.081350327,,,
275,0.072940998,,,
277.5,0.059009664,,,
280,0.078787826,,,
282.5,0.052477095,,,
285,0.04154136,,,
287.5,0.08052022,,,
290,0.062799275,,,
292.5,0.144438326,,,
295,0.098241165,,,
297.5,0.080845043,,,
300,0.085464761,,,
302.5,0.095859118,,,
305,0.03594717,,,
307.5,0.093260527,,,
310,0.09372972,,,
312.5,0.088099442,,,
315,0.089759648,,,
317.5,0.373800039,,,
320,1.09000051,,,
322.5,0.662099242,,,
325,0.080159299,,,
327.5,0.043634668,,,
330,0.029125869,,,
332.5,0.093837991,,,
335,0.042335372,,,
337.5,0.151764914,,,
340,0.300786853,,,
342.5,0.260508716,,,
345,0.230877563,,,
347.5,0.247443572,,,
350,0.141117901,,,
352.5,0.085067749,,,
355,0.034864426,,,
357.5,0.140648723,,,
360,0.147397831,,,
362.5,0.123324782,,,
365,0.138194486,,,
367.5,0.099612638,,,
370,0.038834494,,,
372.5,0.042985018,,,
375,0.063701563,,,
377.5,0.047568645,,,
380,0.055653147,,,
382.5,0.053487659,,,
385,0.034864426,,,
387.5,0.022124112,,,
390,0.019814253,,,
392.5,0.032554567,,,
395,0.051683079,,,
397.5,0.186845884,,,
400,0.318435639,,,
402.5,0.155554518,,,
405,0.063448921,,,
407.5,0.064387299,,,
410,0.029161962,,,
412.5,0.110223554,,,
415,0.174899593,,,
417.5,0.189805388,,,
420,0.162123188,,,
422.5,0.113616154,,,
425,0.161617905,,,
427.5,0.185979694,,,
430,0.06337674,,,
432.5,0.006929575,,,
435,0.013426051,,,
437.5,0.019922528,,,
440,0.016169008,,,
442.5,0.011513201,,,
445,0.042660195,,,
447.5,0.067996457,,,
450,0.025516717,,,
452.5,0.023242949,,,
455,0.022629393,,,
457.5,0.008264962,,,
460,0.006279927,,,
462.5,0.01858714,,,
465,0.022051929,,,
467.5,0.023928689,,,
470,0.015230629,,,
472.5,0.005522005,,,
475,0.016999114,,,
477.5,0.012523763,,,
480,0.032085378,,,
482.5,0.027140835,,,
485,0.005666371,,,
487.5,0.005522005,,,
490,0.013173411,,,
492.5,0.011801932,,,
495,0.015447178,,,
497.5,0.019525521,,,
500,0.019850345,,,
502.5,0.010827461,,,
505,0.014869713,,,
507.5,0.029342419,,,
510,0.011152285,,,
512.5,0.01948943,,,
515,0.016926931,,,
517.5,0.00916725,,,
520,0.018731507,,,
522.5,0.013498235,,,
525,0.004619717,,,
527.5,0.017793128,,,
530,0.00703785,,,
532.5,0.020463901,,,
535,0.029919883,,,
537.5,0.014905805,,,
540,0.008914609,,,
542.5,0.010141722,,,
545,0.007001758,,,
547.5,0.005991195,,,
550,0.013209502,,,
552.5,0.013498235,,,
555,0.012884678,,,
557.5,0.117261402,,,
560,0.308907449,,,
562.5,0.254697978,,,
565,0.068213001,,,
567.5,0.050167236,,,
570,0.040602978,,,
572.5,0.036235902,,,
575,0.038148753,,,
577.5,0.007795772,,,
580,0.008012321,,,
582.5,0.010683095,,,
585,0.040963896,,,
587.5,0.057710368,,,
590,0.022051929,,,
592.5,0.018659323,,,
595,0.015122354,,,
597.5,0.001191021,,,
600,0.00281514,,,
602.5,0.004583625,,,
605,0.017793128,,,
607.5,0.019345064,,,
610,0.00985299,,,
612.5,0.036849458,,,
615,0.043129385,,,
617.5,0.016854748,,,
620,0.012595946,,,
622.5,0.007940138,,,
625,0.003320421,,,
627.5,0.000721831,,,
630,0.004980632,,,
632.5,0.000397007,,,
635,0.003212147,,,
637.5,0.018948056,,,
640,0.057926916,,,
642.5,0.047388189,,,
645,0.003825703,,,
647.5,0.030569531,,,
650,0.020355627,,,
652.5,0.011621474,,,
655,0.020319534,,,
657.5,0.013534326,,,
660,0.019381154,,,
662.5,0.030713897,,,
665,0.020933092,,,
667.5,0.018948056,,,
670,0.010538729,,,
672.5,0.012992953,,,
675,0.009131159,,,
677.5,0.01479753,,,
680,0.011007919,,,
682.5,0.003825703,,,
685,0.00703785,,,
687.5,0.017973585,,,
690,0.018262317,,,
692.5,0.029125869,,,
695,0.039772872,,,
697.5,0.021077458,,,
700,0.015916368,,,
702.5,0.009744715,,,
705,0.020139078,,,
707.5,0.015627636,,,
710,0.028728863,,,
712.5,0.034647875,,,
715,0.018623233,,,
717.5,0.050455969,,,
720,0.136931285,,,
722.5,0.0951012,,,
725,0.005197181,,,
727.5,0.012523763,,,
730,0.024289604,,,
732.5,0.016999114,,,
735,0.008950701,,,
737.5,0.01739612,,,
740,0.011441018,,,
742.5,0.006532568,,,
745,0.03219365,,,
747.5,0.04085562,,,
750,0.020896999,,,
752.5,0.046377625,,,
755,0.059442762,,,
757.5,0.026707737,,,
760,0.003031689,,,
762.5,0.014905805,,,
765,0.01176584,,,
767.5,0.032951571,,,
770,0.021582739,,,
772.5,0.008337145,,,
775,0.005774646,,,
777.5,0.005197181,,,
780,0.014039608,,,
782.5,0.015988551,,,
785,0.025119709,,,
787.5,0.032626748,,,
790,0.026346821,,,
792.5,0.015735909,,,
795,0.028295765,,,
797.5,0.050889067,,,
800,0.141009629,,,
802.5,0.120365277,,,
805,0.021799289,,,
807.5,0.010286088,,,
810,0.007759681,,,
812.5,0.006640843,,,
815,0.006965667,,,
817.5,0.003681337,,,
820,0.010394363,,,
822.5,0.002706865,,,
825,0.007723589,,,
827.5,0.002490316,,,
830,0.00375352,,,
832.5,0.001696302,,,
835,0.005955103,,,
837.5,0.005774646,,,
840,0.005016724,,,
842.5,0.005088907,,,
845,0.009311616,,,
847.5,0.024542244,,,
850,0.015411086,,,
852.5,0.002742957,,,
855,0.003139964,,,
857.5,0.008842426,,,
860,0.016818656,,,
862.5,0.010827461,,,
865,0.009816898,,,
867.5,0.008337145,,,
870,0.007110033,,,
872.5,0.012595946,,,
875,0.00916725,,,
877.5,0.019092422,,,
880,0.086042225,,,
882.5,0.089759648,,,
885,0.01974207,,,
887.5,0.009275525,,,
890,0.014580981,,,
892.5,0.024506154,,,
895,0.026960379,,,
897.5,0.005738555,,,
900,0.025444534,,,
902.5,0.021474464,,,
905,0.021474464,,,
907.5,0.058432199,,,
910,0.066444516,,,
912.5,0.02652728,,,
915,0.007976229,,,
917.5,0.017215664,,,
920,0.024578337,,,
922.5,0.015014079,,,
925,0.03053344,,,
927.5,0.048723575,,,
930,0.046594173,,,
932.5,0.040386431,,,
935,0.04085562,,,
937.5,0.015483269,,,
940,0.004800174,,,
942.5,0.004294893,,,
945,0.015230629,,,
947.5,0.018226227,,,
950,0.019994712,,,
952.5,0.010647004,,,
955,0.015122354,,,
957.5,0.009419891,,,
960,0.072688356,,,
962.5,0.076586239,,,
965,0.014039608,,,
967.5,0.002237675,,,
970,0.000794014,,,
972.5,0.014111791,,,
975,0.029631151,,,
977.5,0.019092422,,,
980,0.016566016,,,
982.5,0.019453337,,,
985,0.025661083,,,
987.5,0.032771114,,,
990,0.011224468,,,
992.5,0.010033447,,,
995,0.019922528,,,
997.5,0.019994712,,,
1000,0.023531681,,,
